id,PW_bemerkung_extern,PW_Abbildung,project_id
12398,,-1,2
12399,,-1,2
12400,,-1,2
12401,,-1,2
12402,,-1,2
12403,,-1,2
12404,,-1,2
12405,"Rez.: von Julius Kühn, in: Die Flöte 2.1919/1920, S. 183",-1,2
12408,,-1,2
12409,,-1,2
12410,,-1,2
12411,,-1,2
12412,,-1,2
12413,,-1,2
12415,,-1,2
12416,,-1,2
12421,,-1,2
12424,,-1,2
12425,,-1,2
12426,,-1,2
12427,,-1,2
12428,,-1,2
12429,,-1,2
12430,,-1,2
12431,,-1,2
12432,,-1,2
12433,,-1,2
12434,,-1,2
12435,,-1,2
12436,,-1,2
12437,,-1,2
12438,,-1,2
12439,,-1,2
12440,,-1,2
12441,,-1,2
12442,,-1,2
12443,,-1,2
12480,"Rez. von E.K. Fischer in Kunstwart 33.1919/20.11, S. 199",-1,2
12482,,-1,2
12483,"vgl. Rez.: H, Klossowskis ""Daumier"", in: Der Kunstwart 37.1923/1924.9, S. 124-125.",-1,2
12485,,-1,2
12486,,-1,2
12487,,-1,2
12493,,-1,2
12494,,-1,2
12495,,-1,2
12496,,-1,2
12497,,-1,2
12498,,-1,2
12499,,-1,2
12500,,-1,2
12516,,-1,2
12517,,-1,2
12534,20 S. [StaBi West: Nr 3457/125-88],-1,2
12535,,-1,2
12542,,-1,2
12555,,-1,2
12559,,-1,2
12573,,-1,2
12575,,-1,2
12576,,-1,2
12577,,-1,2
12578,,-1,2
12584,,-1,2
12585,,-1,2
12587,,-1,2
12592,,-1,2
12593,,-1,2
12594,,-1,2
12595,,-1,2
12597,,-1,2
12598,,-1,2
12599,,-1,2
12600,,-1,2
12609,,-1,2
12619,,-1,2
12636,,-1,2
12637,,-1,2
12638,,-1,2
12639,,-1,2
12641,,-1,2
12643,,-1,2
12644,,-1,2
12645,Kat. in KuBi Berlin vorhanden.,-1,2
12651,,-1,2
12655,,-1,2
12656,,-1,2
12658,,-1,2
12659,,-1,2
12660,,-1,2
12662,,-1,2
12663,,-1,2
12665,,-1,2
12666,,-1,2
12667,,-1,2
12668,,-1,2
12679,,-1,2
12680,,-1,2
12682,Fernleihe aus der StaBi München,-1,2
12686,,-1,2
12687,,-1,2
12688,,-1,2
12689,,-1,2
12691,,-1,2
12693,,-1,2
12694,,-1,2
12698,,-1,2
12736,,-1,2
12760,,-1,2
12763,,-1,2
12765,,-1,2
12768,,-1,2
12770,,-1,2
12773,,-1,2
12775,,-1,2
12779,,-1,2
12788,,-1,2
12789,,-1,2
12790,,-1,2
12804,,-1,2
12808,,-1,2
12810,,-1,2
12812,"Wünschenswert die Schlagworte: Ausstellung London; Französische Ausstellungspolitik statt Ausstellungspolitik in Frankreich (wenn Frankreich Ausstellungen im Ausland durchführt), statt: frz. Kunst stagniert, verfällt: Kunst in der Konvention des Metiers als Gefahr für das Genie",-1,2
12813,"Schlagworte: Französische Kunst in deutschen Museen, Statt Museum: Neuerwerbung",-1,2
12814,,-1,2
12823,,-1,2
12825,,-1,2
12827,"Monumentalität: typisch französisch, Intimität: typisch deutsch",-1,2
12834,Plastik,-1,2
12842,"Dt. Kunst ist Seelenkunst, Deutsch: Form als Ausdruck von ""Seele""",-1,2
12843,"Transnationale Identität in der Kunst, Universale Bedeutung nationaler Charaktereigenschaften, Dunkelmalerei",-1,2
12844,"Deutsch oder französisch?: Mystik und Gotik, Der gotische Stil",-1,2
12846,"Frz. Geschmackskultur, Geschmack, Genuß, Sinnlichkeit der frz. Kultur",-1,2
12848,,-1,2
12865,,-1,2
12866,,-1,2
12867,,-1,2
12873,,-1,2
12874,,-1,2
12877,,-1,2
12883,,-1,2
12884,,-1,2
12885,,-1,2
12886,,-1,2
12887,,-1,2
12888,,-1,2
12889,,-1,2
12890,,-1,2
12891,,-1,2
12893,,-1,2
12894,,-1,2
12896,,-1,2
12897,,-1,2
12898,,-1,2
12899,,-1,2
12901,,-1,2
12902,,-1,2
12903,,-1,2
12904,,-1,2
12907,,-1,2
12911,,-1,2
12923,,-1,2
12924,,-1,2
12926,,-1,2
12935,,-1,2
12936,,-1,2
12937,,-1,2
12938,,-1,2
12939,,-1,2
12940,,-1,2
12941,,-1,2
12943,,-1,2
12944,,-1,2
12945,,-1,2
12946,,-1,2
12949,,-1,2
12950,,-1,2
12951,,-1,2
12953,,-1,2
12954,,-1,2
12955,,-1,2
12956,,-1,2
12957,,-1,2
12959,,-1,2
12961,,-1,2
12962,,-1,2
12963,,-1,2
12964,,-1,2
12965,,-1,2
12966,,-1,2
12967,,-1,2
12969,,-1,2
12970,,-1,2
12971,,-1,2
12972,,-1,2
12974,,-1,2
12975,,-1,2
12976,,-1,2
12978,,-1,2
12981,,-1,2
12982,,-1,2
13003,,-1,2
13004,,-1,2
13006,,-1,2
13007,,-1,2
13008,,-1,2
13009,,-1,2
13010,,-1,2
13019,,-1,2
13028,,-1,2
13030,,-1,2
13031,,-1,2
13032,,-1,2
13035,,-1,2
13036,,-1,2
13039,,-1,2
13040,,-1,2
13041,,-1,2
13042,,-1,2
13043,,-1,2
13044,,-1,2
13045,,-1,2
13046,,-1,2
13048,,-1,2
13049,,-1,2
13050,,-1,2
13052,,-1,2
13053,,-1,2
13055,,-1,2
13057,,-1,2
13058,,-1,2
13059,,-1,2
13061,,-1,2
13062,,-1,2
13065,,-1,2
13067,,-1,2
13068,,-1,2
13070,,-1,2
13071,,-1,2
13073,,-1,2
13074,,-1,2
13077,,-1,2
13080,,-1,2
13083,,-1,2
13084,,-1,2
13086,,-1,2
13200,,-1,2
13203,Kunst im Nationalsozialismus; Entartete Kunst;,-1,2
13208,,-1,2
13211,,-1,2
13212,,-1,2
13214,,-1,2
13215,,-1,2
13229,,-1,2
13232,,-1,2
13233,,-1,2
13234,,-1,2
13235,,-1,2
13237,,-1,2
13238,,-1,2
13242,,-1,2
13243,,-1,2
13253,,-1,2
13255,,-1,2
13256,,-1,2
13257,,-1,2
13258,,-1,2
13259,,-1,2
13260,,-1,2
13261,,-1,2
13262,,-1,2
13263,,-1,2
13264,,-1,2
13268,,-1,2
13269,Hier schlagwort: Architektur in Deutschland,-1,2
13272,,-1,2
13281,,-1,2
13282,,-1,2
13283,,-1,2
13284,,-1,2
13285,,-1,2
13286,,-1,2
13287,,-1,2
13288,,-1,2
13290,,-1,2
13291,,-1,2
13292,,-1,2
13294,,-1,2
13296,,-1,2
13297,,-1,2
13298,,-1,2
13299,,-1,2
13302,,-1,2
13304,,-1,2
13305,,-1,2
13307,,-1,2
13309,,-1,2
13310,,-1,2
13311,,-1,2
13313,,-1,2
13314,,-1,2
13315,,-1,2
13316,,-1,2
13317,,-1,2
13319,,-1,2
13320,,-1,2
13321,,-1,2
13322,,-1,2
13323,,-1,2
13324,,-1,2
13326,,-1,2
13327,,-1,2
13329,,-1,2
13330,,-1,2
13331,,-1,2
13332,,-1,2
13333,,-1,2
13334,,-1,2
13335,,-1,2
13336,,-1,2
13337,,-1,2
13338,,-1,2
13339,,-1,2
13340,,-1,2
13341,,-1,2
13342,,-1,2
13344,,-1,2
13345,,-1,2
13346,,-1,2
13349,,-1,2
13351,,-1,2
13352,,-1,2
13353,,-1,2
13354,,-1,2
13355,,-1,2
13356,,-1,2
13357,,-1,2
13358,,-1,2
13359,,-1,2
13360,,-1,2
13361,,-1,2
13362,,-1,2
13363,,-1,2
13364,,-1,2
13365,,-1,2
13366,,-1,2
13367,,-1,2
13368,,-1,2
13369,,-1,2
13371,,-1,2
13372,,-1,2
13373,,-1,2
13375,,-1,2
13376,,-1,2
13377,,-1,2
13378,,-1,2
13379,,-1,2
13380,,-1,2
13381,,-1,2
13382,,-1,2
13383,,-1,2
13384,,-1,2
13385,,-1,2
13386,,-1,2
13387,,-1,2
13388,,-1,2
13389,,-1,2
13390,,-1,2
13391,,-1,2
13392,,-1,2
13393,,-1,2
13394,,-1,2
13395,,-1,2
13396,,-1,2
13397,,-1,2
13398,,-1,2
13399,,-1,2
13400,,-1,2
13401,,-1,2
13402,,-1,2
13403,,-1,2
13404,,-1,2
13405,,-1,2
13406,,-1,2
13407,,-1,2
13408,,-1,2
13410,,-1,2
13411,,-1,2
13419,,-1,2
13430,,-1,2
13438,,-1,2
13439,,-1,2
13445,,-1,2
13449,,-1,2
13450,,-1,2
13451,,-1,2
13452,,-1,2
13491,,-1,2
13512,,-1,2
13525,,-1,2
13526,,-1,2
13627,,-1,2
14218,,-1,2
14223,,-1,2
14224,,-1,2
14230,,-1,2
14236,"Abbildung zum Text: ""Italienerin"" von Derain.",-1,2
14237,,-1,2
14254,,-1,1
14256,,-1,1
14267,,-1,1
14268,"Bemerkenswerter Text, als Kopie vorhanden",-1,1
14279,,-1,1
14284,,-1,1
14285,,-1,1
14286,,-1,1
14289,,-1,1
14291,,-1,1
14292,,-1,1
14297,,-1,1
14298,,-1,1
14300,,-1,1
14301,,-1,1
14304,,-1,1
14305,,-1,1
14306,,-1,1
14309,,-1,1
14310,,-1,1
14313,,-1,1
14318,,-1,1
14321,,-1,1
14322,,-1,1
14323,,-1,1
14324,,-1,1
14326,,-1,1
14332,,-1,1
14339,,-1,1
14340,,-1,1
14341,,-1,1
14346,,-1,1
14350,,-1,1
14354,,-1,1
14355,,-1,1
14360,,-1,1
14362,,-1,1
14363,,-1,1
14364,,-1,1
14366,,-1,1
14368,,-1,1
14371,,-1,1
14372,,-1,1
14373,,-1,1
14374,,-1,1
14375,,-1,1
14377,,-1,1
14378,,-1,1
14380,,-1,1
14405,,-1,1
14409,,-1,1
14413,,-1,1
14416,,-1,1
14425,,-1,1
14428,,-1,1
14432,,-1,1
14435,,-1,1
14436,Bibl. DFK,-1,1
14437,,-1,1
14438,,-1,1
14439,,-1,1
14443,,-1,1
14450,,-1,1
14469,,-1,1
14470,,-1,1
14472,,-1,1
14473,,-1,1
14474,,-1,1
14480,,-1,1
14481,,-1,1
14484,,-1,1
14485,,-1,1
14498,,-1,1
14501,,-1,1
14516,,-1,1
14518,,-1,1
14522,,-1,1
14523,,-1,1
14525,,-1,1
14541,,-1,1
14544,,-1,1
14548,,-1,1
14549,,-1,1
14550,,-1,1
14551,,-1,1
14552,,-1,1
14553,,-1,1
14559,,-1,1
14560,,-1,1
14562,,-1,1
14563,,-1,1
14566,,-1,1
14568,,-1,1
14576,,-1,1
14579,,-1,1
14584,,-1,1
14601,,-1,1
14604,,-1,1
14608,,-1,1
14609,,-1,1
14643,,-1,1
14665,,-1,1
14674,,-1,1
14682,,-1,1
14686,,-1,1
14687,,-1,1
14689,,-1,1
14692,,-1,1
14699,,-1,1
14704,,-1,1
14728,,-1,1
14736,,-1,1
14742,,-1,1
14744,,-1,1
14745,,-1,1
14746,,-1,1
14747,,-1,1
14749,,-1,1
14750,,-1,1
14795,,-1,1
14845,,-1,1
14868,,-1,1
14874,,-1,1
14920,,-1,1
14938,,-1,1
14949,,-1,1
14950,,-1,1
14954,,-1,1
14955,,-1,1
14957,,-1,1
14958,,-1,1
14959,,-1,1
14963,,-1,1
14964,,-1,1
14970,,-1,1
14974,,-1,1
14975,,-1,1
14976,,-1,1
14977,Hommage an frz. Malerei und an Hugo von Tschudi,-1,1
14978,,-1,1
14981,,-1,1
14982,,-1,1
14985,,-1,1
14987,Kopie,-1,1
14988,,-1,1
14989,,-1,1
14992,,-1,1
14993,,-1,1
14994,,-1,1
14995,Gegenüberstellung Baumeister - Léger - Ozenfant,-1,1
14997,,-1,1
14999,,-1,1
15023,,-1,1
15024,,-1,1
15026,,-1,1
15028,,-1,1
15029,,-1,1
15030,,-1,1
15031,,-1,1
15032,,-1,1
15035,,-1,1
15039,,-1,1
15052,,-1,1
15055,,-1,1
15056,,-1,1
15059,,-1,1
15060,,-1,1
15061,,-1,1
15062,,-1,1
15063,,-1,1
15064,,-1,1
15065,,-1,1
15066,,-1,1
15163,,-1,1
15164,,-1,1
15175,,-1,1
15213,,-1,1
15218,,-1,1
15219,,-1,1
15225,,-1,1
15233,,-1,1
15270,,-1,1
15278,,-1,1
15280,,-1,1
15285,,-1,1
15289,,-1,1
15300,,-1,1
15302,,-1,1
15322,,-1,1
15331,,-1,1
15360,,-1,1
15362,,-1,1
15363,,-1,1
15393,,-1,1
15398,,-1,1
15399,,-1,1
15400,,-1,1
15416,,-1,1
15419,,-1,1
15432,,-1,1
15435,,-1,1
15478,Ouvrage conservé au Centre,-1,1
15480,,-1,1
15482,Code BN 4-V-1511,-1,1
15484,"BN. Code 4-V-16121, 4-V-3839",-1,1
15485,Code BN 4-G-139,-1,1
15501,,-1,1
15503,,-1,1
15504,,-1,1
15505,,-1,1
15510,,-1,1
15516,,-1,1
15520,,-1,1
15521,,-1,1
15522,,-1,1
15523,,-1,1
15531,,-1,1
15536,,-1,1
15537,,-1,1
15540,,-1,1
15543,,-1,1
15547,,-1,1
15548,,-1,1
15549,,-1,1
15550,,-1,1
15551,,-1,1
15552,,-1,1
15553,Copie au Centre,-1,1
15554,,-1,1
15563,,-1,1
15570,Cf. Photocopie,-1,1
15576,Fonds Vauxcelles BAA,-1,1
15578,La revue se trouve au ZI München,-1,1
15580,,-1,1
15584,Revue au ZI München,-1,1
15585,Revue au ZI München,-1,1
15586,Revue au ZI München,-1,1
15588,Revue au ZI München,-1,1
15589,Revue au ZI München,-1,1
15590,Revue au ZI München,-1,1
15591,Revue au ZI München,-1,1
15606,Revue au ZI München,-1,1
15607,,-1,1
15612,Revue au ZI München. Voir copie au Centre,-1,1
15613,,-1,1
15614,,-1,1
15616,,-1,1
15617,,-1,1
15618,,-1,1
15619,,-1,1
15620,,-1,1
15630,Cf. copie au Centre,-1,1
15639,,-1,1
15650,,-1,1
15678,,-1,1
15680,,-1,1
15687,,-1,1
15689,,-1,1
15691,,-1,1
15693,,-1,1
15696,,-1,1
15698,,-1,1
15699,,-1,1
15701,,-1,1
15703,,-1,1
15707,,-1,1
15709,Cité d'après le catalogue d'exposition du Centre Pompidou 2002.,-1,1
15715,,-1,1
15716,,-1,1
15717,,-1,1
15722,"Copie de l'article dans les annexes de DEA de M. Gispert, p. 80.",-1,1
15726,,-1,1
15733,"Cf. copie dans les annexes du DEA de M. Gispert, p. 20",-1,1
15734,,-1,1
15739,"Cf. copie dans annexes DEA Gispert 2002, p. 44.",-1,1
15753,,-1,1
15754,Cité d'après annexes de DEA M. Gispert p. 13. Cf. Copie de l'article au Centre allemand.,-1,1
15761,Cité d'après Gispert DEA 2002,-1,1
15765,,-1,1
15768,,-1,1
15769,,-1,1
15770,,-1,1
15771,,-1,1
15772,,-1,1
15773,Ouvrage conservé au Centre allemand,-1,1
15791,Photocopies au Centre allemand,-1,1
15792,BNF 8 M 24496. Copie de l'article de Crevel au Centre allemand,-1,1
15795,,-1,1
15796,,-1,1
15801,,-1,1
15802,,-1,1
15852,Reproduction du portrait de Tamare Karsaniva par Ernest Oppler (Photo Marc Vaux),-1,1
15855,,-1,1
15860,"Repro. "" Albert Dürer - "" La Grande Fortune """,-1,1
15861,"reproduction au sein de l'article d'un dessin : "" "" Dédié à Richard Wagner "" : Ecce Homo "" et de "" L'Hypocondre (le peintre Schmalhausen) """,-1,1
15865,,-1,1
15891,,-1,1
15892,,-1,1
15893,,-1,1
15894,,-1,1
15929,,-1,1
15942,Cité d'après DEA Marie Gispert,-1,1
15944,,-1,1
15948,,-1,1
15949,,-1,1
15954,,-1,1
15959,,-1,1
15964,,-1,1
15965,,-1,1
15966,,-1,1
15967,,-1,1
15970,,-1,1
15973,,-1,1
15974,,-1,1
15975,,-1,1
15979,,-1,1
15981,,-1,1
15984,,-1,1
15989,,-1,1
15990,,-1,1
15991,,-1,1
15993,,-1,1
15995,,-1,1
15997,,-1,1
16008,,-1,1
16009,,-1,1
16013,,-1,1
16014,,-1,1
16025,,-1,1
16029,,-1,1
16031,,-1,1
16032,,-1,1
16033,,-1,1
16045,"Article publié dans la rubrique ""Les expositions à l'étranger"".

Illustrations : 
- August Macke.
- Paul Klee.",-1,14
16046,"Article publié dans la rubrique ""Les expositions"".

Illustrations :
- Willi Baumeister, Idéogramme.",-1,14
16047,,-1,14
16049,,-1,14
16050,"Article publié dans la rubrique ""Les expositions"".

Illustrations : 
- Jean Leppien, peinture.",-1,14
16051,"Article publié dans la rubrique ""Les expositions"".

Illustrations :
- Paul Klee.",-1,14
16054," Illustrations :
- Sans titre (photographie de Nina et Vassily Kandinsky).
- L'atelier de Kandinsky à Paris (photographie).
- Vassily Kandinsky, Trois tableaux pour illustrer les étapes ""1900"", ""1904"" et ""1909"". 
- Vassily Kandinsky, Première aquarelle abstraite, 1910.
- Vassily Kandinsky, Oben, 1913, aquarelle.
- Vassily Kandinsky, Tache noire, 1920, peinture. 
- Vassily Kandinsky, Behauptung, 1926, 53 x 45 cm. 
- Vassily Kandinsky, Sur fond bleu, 1930, 70 x 60 cm.
- Vassily Kandinsky, Kreis im Kreis, 1923, 95 x 97 cm.
- Vassily Kandinsky, Et encore, 1933, 70 x 70 cm.
- Vassily Kandinsky, Composition n° 10, 1939, 195 x 130 cm.
- Vassily Kandinsky, Deux noires, 1941, 81 x 116 cm. 
- Vassily Kandinsky, Ténèbres, 1943, 42 x 58 cm.",-1,14
16055,,-1,14
16056,"Illustrations : 
- Franz Marc.
- E. L. Kirchner.
- E. Heckel.",-1,14
16057,"Illustrations : 
- Paul Klee, 1932. 
- Paul Klee, 1930. 
- Paul Klee, 1931.",-1,14
16058,"Article publié dans la rubrique ""Les expositions"".

Illustrations : 
- Max Ernst.",-1,14
16059,"Illustrations : 
- Wassily Kandinsky, affiche.
- Sophie Taeuber-Arp, Rythmes verticaux-horizontaux libres, 1919.
- Hans Hartung.",-1,14
16061,,-1,14
16062,"Illustrations : 
- Jean Arp.
- Max Ernst.",-1,14
16063,"Illustrations : 
- Paul Klee.
- Vassily Kandinsky.",-1,14
16066,"Article publié dans la rubrique ""Les expositions"".",-1,14
16067,"Article publié dans la rubrique ""Les expositions"".

Illustrations : 
- Brigitte Mayer-Denninghoff.",-1,14
16068,"Article publié dans la rubrique ""Les expositions"".

Illustrations : 
- Stahli.",-1,14
16072,"Illustrations :
- Sophie Taeuber-Arp, Composition à rectangles et cercles, 1931, peinture à l'huile.
- Sans titre [Portrait photographique de Sophie Taeuber-Arp].
-Sophie Taeuber-Arp, Parasols, relief en bois.
- Sophie Taeuber-Arp, Rythmes verticaux-horizontaux libres, 1919, aquarelle.
- Sophie Taeuber-Arp, Douze espaces à plan, bandes angulaires et pavés de cercles, 1939, peinture à l'huile.
- Sophie Taeuber-Arp, Six espaces distincts, huile, 1939. Musée des Beaux-Arts, Bâle.
- Sophie Taeuber-Arp, Relief rond en trois hauteurs, 1936, huile sur bois.
- Sophie Taeuber-Arp, Nœud en couleurs vives sur fond chaotique, huile.
- Sophie Taeuber-Arp, Echelonnement, 1939, huile.
- Sophie Taeuber-Arp, Composition verticale à rectangles, cercles et barres, 1930, huile.
- Sophie Taeuber-Arp, Flottant, alligné, oscillant, écartant, soutenant, 1932. Collection Müller-Widmann, Bâle. 
- Jean Arp et Sophie Taeuber-Arp, Peinture en commun, 1939, huile.
- Jean Arp et Sophie Taeuber-Arp, Peinture en commun, 1939. huile.
- Jean Arp et Sophie Taeuber-Arp, Peinture en commun, 1939. huile.
- Jean Arp et Sophie Taeuber-Arp, Sculpture conjugale, 1937, bois tourné et découpé.
- Jean Arp, Coquille, 1938, bronze.
- Sans titre, Portrait photographique de Jean Arp. 
- Jean Arp, Vase, 1930, relief en bois, couleur à l'huile. 
- Jean Arp, Semences d'étoiles, 1927-1949, relief en bois, couleur à l'huile.
- Jean Arp, Envoi, 1948, pierre calcaire. 
- Jean Arp, Croupe Méditerranéen (position 1), 1942, bronze. 
- Jean Arp, Projet de décoration murale.",-1,14
16073,"Article publié dans la rubrique ""Les expositions"".

Illustrations : 
- Tom Hulbeck, dessins.",-1,14
16074,,-1,14
16075,"Illustrations :  
- Arp.",-1,14
16076,,-1,14
16077,"Article publié dans la rubrique ""Les expositions"".",-1,14
16081,"Illustrations : 
- Wilhelm Lehmbruck, 1919.",-1,14
16082,"Illustrations : 
- Hartung dans son atelier.
- Hans Hartung, aquarelle, 1922. 
- Hans Hartung, aquarelle, 1922.
- Hans Hartung, peinture, 1936, 92 x 78 cm.
- Hans Hartung, peinture 1950, 81 x 65 cm, Galerie Louis Carré. 
- Hans Hartung, peinture, 1947, 146 x 87 cm, photo Galerie Louis Carré.
- Hans Hartung, dessin, 1950.
-v Hans Hartung, peinture, 1950, 73 X 50 cm",-1,14
16083,"Illustrations : 
- Hans Hartung, dessin, 1950.
- Hans Hartung, dessin, 1950.
- Hans Hartung, peinture, 1949, 120 x 120 cm.
- Hans Hartung, peinture, 1950, 146 x 97 cm. Collection Louis Carré.
- Hans Hartung, peinture, 1950, 60 x 73 cm. Photo Galerie Louis Carré.
- Hans Hartung, peinture 1950, 50 x 73 cm. Photo Galerie Louis Carré.",-1,14
16084,"Article publié dans la rubrique ""Les expositions"".",-1,14
16085,"Illustrations : 
- Portrait de l'artiste Moholy-Nagy, Modulateur dans l'espace, 1940.
- Moholy-Nagy, Collage en rouge et jaune sur fond noir, 1921.
- Moholy-Nagy, Dessin à l'encre, 1922.
- Moholy-Nagy, Grande peinture aluminium, 1926.
- Moholy-Nagy, Aquarelle, 1932.
-  Moholy-Nagy, Modulation dans l'espace, 1939.
-  Moholy-Nagy, Courbes en métal, 1946.",-1,14
16087,"Illustrations : 
- Charles R. Hulbeck (Richard Huelsenbeck), peinture, 1951. 
- Beat Hulbeck, collage en gris, bleu, jaune et blanc, 1951.
- Tom Hulbeck, Dessin en noir et bleu, 1951. 
- Hans Richter, Bon gouvernement II, 1947. Collection Marguerite Hagenbach.
- Hans Hofmann, Espace blanc, 1950. Kootz Gallery. 
- Laszlo Moholy-Nagy, Leuk 4, 1945. Museum of non-objective painting.
- Josef Albers, B. et P, 1937. Musem of non-objective painting.",-1,14
16089,"Illustrations : 
- Le peintre Baumeister.
- Le sculpteur Meier-Denninghoff.",-1,14
16090,"Illustrations : 
- Laszlo Moholy-Nagy, Paysage de guerre, 1917.
- Laszlo Moholy-Nagy, Autoportrait, 1918.
- Laszlo Moholy-Nagy, Sculpture en plexiglas, 1939.
- Laszlo Moholy-Nagy, Hyperboles, modulations dans l'espace, 1936, rodoïd.
- Laszlo Moholy-Nagy, Collage en noir et bleu, 1921.
- Laszlo Moholy-Nagy, Formes répétées, 1940. Collection S. R. Guggenheim.
- Laszlo Moholy-Nagy, La Sarraz, 1930.
- Laszlo Moholy-Nagy, collage, 1920.
- Laszlo Moholy-Nagy, peinture, 1941.
- Laszlo Moholy-Nagy, Construction, 1925.
- Laszlo Moholy-Nagy, Décor pour Madame Butterfly, 1928, Opéra de Berlin.
- Laszlo Moholy-Nagy, Couverture de Libre, 1937",-1,14
16091,"Illustrations :
- Moholy-Nagy, Espace et lumière, grillage métallique et épingles. Musée d'Art moderne de New York. 
- Moholy-Nagy, Vitrine d'une exposition de matériaux de construction. Photo Hedrich Blessin.
- Moholy-Nagy, Courbe inversée, sculpture en Plexiglas, 1946.
- Moholy-Nagy, Arêtes de poissons.
- Moholy-Nagy, La gouttière.
- Moholy-Nagy, Jalousie, 1924, photomontage. 
- Moholy-Nagy, Le vieux port de Marseille vu du haut du Pont Transbordeur, 1928.
- Moholy-Nagy, photogramme, 1923. 
- Moholy-Nagy (portrait photographique)",-1,14
16092,"Illustrations : 
- Photo Eidenbenz (Portrait photographique de Arp).
- Hans Arp, Bruis, bois vernis au tampon, photo Eidenbenz.
- Hans Arp, Forme entendue et vue, 1942, photo M. Vaux.",-1,14
16093,"Illustrations : 
- Sophie Taeuber-Arp, Composition verticale à rectangles, cercles et barres, 1930, huile. 
- Sophie Taeuber-Arp, Crayons de couleur. Photo Eidenbrenz.  
- Portrait photographique de Sophie Taeuber-Arp.",-1,14
16094,"Article publié dans la rubrique ""Les expositions"".

Illustrations :
- Vassily Kandinsky, Epoque Impressionniste, photographie Marc Vaux.
- Vassily Kandinsky, Improvisation, 1910.
- Vassily Kandinsky, Une vue de Murnau, 1908.",-1,14
16095,,-1,14
16101,"Article publié dans la rubrique ""Actualités"".

Illustrations : 
- Vassily Kandinsky, Poids opposés, 1926, 49,5 x 49,5 cm, photographie Galerie Maeght.",-1,14
16102,"Article publié dans la rubrique ""Les expositions à Paris"".

Illustrations :
- Jean Leppien, peinture, 1953.",-1,14
16104,"Illustrations :
- Theodor Werner, 1952, peinture.
- Georg Meistermann, Sphinx bleu, 1953, peinture.",-1,14
16107,"Article publié dans la rubrique ""Actualités"".

Illustrations :
- Francis Bott, vitrail. Photo Rogi-André.",-1,14
16108,"Article publié dans la rubrique ""Actualités"".

Illustrations : 
- Herbert Kaufmann, Ponçage, 1953.",-1,14
16113,"Article publié dans la rubrique ""Actualités"".

Illustrations : 
- Kurt Schwitters, Anna Reihe, 1920. Collection Pierre Janlet.",-1,14
16114,"Article publié dans la rubrique ""Les temps héroïques"".

Illustrations : 
- Photo prise à l'occasion du ""Congrès international des artistes progressistes"", à Düsseldorf en 1922. De gauche à droite : (Un ouvrier), Vasari, Werner Graef, (un autre ouvrier), Hans Richter, Nelly Van Doesburg, un autre représentant des futuristes italiens, Lissitzky, Théo Van Doesburg, Seiwert, Raoul Hausmann.",-1,14
16115,"Illustrations : 
- Otto Freundlich, Peinture, 1934. Photo P. Lamare.
- Sonia Delaunay,Alberto  Magnelli, Sophie Taeuber-Arp, Lithographie, Editions Nourritures Terrestres.",-1,14
16116,,-1,14
16117,"Illustrations : 
- Hans Hartung, gravure, 1954.",-1,14
16119,"Illustrations : 
- Stahly, Photo Paul Facchetti [photo de Stahly dans son atelier].",-1,14
16120,"Illustrations : 
- Vassily Kandinsky, eau-forte, 1934",-1,14
16122,"Illustrations : 
- Wilhelm Wessel, La Tour de la Nuit, 1955, peinture. Photo Robert David.
- Julius Bissier, Composition du 6.11.52, peinture sur papier. Photo Robert David.",-1,14
16123,"Article publié dans la rubrique ""Les expositions"".

Illustrations : 
- Jean Arp, Germination, 1954, bronze, patine verte. Photo Robert David.",-1,14
16124,"Illustrations : 
- Paul Klee, Novelle in Geheimnisschrift, gouache, 1935. Photo Cauvin.",-1,14
16125,"Illustrations :
- Vassily Kandinsky, Impression n° 5, 1911, photographie Galerie Maeght.",-1,14
16131,"Illustrations : 
- Paul Klee, ""6"".",-1,14
16132,"Illustrations : 
- Affiche publicitaire pour concert, de Werner Labbé (Allemagne) [""Aboniere. Städt. Konzerte M. Gladbach-Rheydt""] .
- Publicité de meubles de Bramberg, parue dans une revue d'architecture (Allemagne).",-1,14
16135,"Illustrations : 
- Kurt Schwitters, Collage, 1920. Photo de J. D. Schiff.
- Kurt Schwitters, Sonate, Extrait de 'Mécano' n°4-5.  
- Kurt Schwitters, Leiden, 1923, Collage. Epreuve pour une anthologie non publiée, Munich 1920.",-1,14
16138,"Illustrations : 
Vassily Kandinsky, Le cavalier bleu, 1903.
Vassily Kandinsky, Improvisation, 1909.
Vassily Kandinsky, Lignes noires, 1913, Photo Sabien Weiss.
Vassily Kandinsky, photographie à Munich en 1912.
Vassily Kandinsky, Composition n° 8, 1925",-1,14
16139,,-1,14
16140,"Illustrations : 
– Arp et Gilioli.
– Construction de Stahly avec Etienne-Martin.",-1,14
16141,"Article publié dans la rubrique ""Les expositions"".

 Illustrations : 
Moholy Nagy, Equilibre noir-rouge, 1922, Collage",-1,14
16142,"Illustrations : 
- Vassily Kandinsky, gouache, 1918. Photo Henri Ballot.
- Vassily Kandinsky, Accent en rose, 1926.",-1,14
16143,"Illustrations : 
- Kasimir Malevitch, peinture, collection du Docteur O. Domnick.",-1,14
16144,,-1,14
16145,"Illustrations : 
- Jean Arp, collage, 1915. Collection M. Hagenbed [sic].",-1,14
